grouping_title,bib_uri,NDLBibID,title_full,title_main,title_transcription,title_alternative,creators_name,creators_transcription,publisher_name,publisher_transcription,publisher_location,date,issued,ndc_raw,subjects_free,language,extent,material_type,access_rights,rights,audience,see_also,iiif_manifest,thumbnail,approx_count
橘菴漫筆,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283225#material,000003283225; 000003283225,橘菴漫筆. 第2編5巻,橘菴漫筆,キツアン マンピツ,,"田宮, 橘菴","タミヤ, キツアン",塩屋山本長兵衛,,浪華,文政8(1825),1825,914,随筆,jpn,5冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283225; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283225,,,1
橿園文集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284984#material,000003284984; 000003284984,橿園文集. 第4集,橿園文集,カシゾノ ブンシュウ,,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",写,,,[江戸後期],1800,914; 914.5,随筆,jpn,1冊 ; 26cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284984; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284984,,,1
橿園随筆,https://ndlsearch.ndl.go.jp/books/R100000002-I000003282947#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284983#material,000003282947; 000003282947; 000003284983; 000003284983,橿園随筆 : 2巻,橿園随筆 : 2巻,カシゾノ ズイヒツ,,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",井筒屋忠八郎 [ほか],,広島,[江戸後期]; 嘉永7(1854),1800; 1854,911.1; 914.5; 914; 914.5,和歌∥歌論・歌話 ワカ∥カロンカワ; 歌学; 随筆,jpn,2冊 ; 26cm,和古書; 和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003282947; https://ndlsearch.ndl.go.jp/books/R100000002-I000003282947; http://id.ndl.go.jp/bib/000003284983; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284983,,,1
橿園集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284563#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284962#material,000003284563; 000003284563; 000003284962; 000003284962,橿園集 : 3巻; 橿園集; 第1冊 自撰橿園歌集 第2冊 橿園長歌集 第3～5冊 橿園文集,橿園集; 橿園集 : 3巻,カシゾノ シュウ; カシゾノシュウ,自撰橿園歌集; 橿園長歌集; 橿園文集,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",写; 立身屋万兵衛 [ほか],,長崎,[江戸後期]; 天保10(1839)序,1800; 1839,911.158; 911.15; 911.158,歌集,jpn,3冊 ; 26cm; 5冊 ; 26cm,和古書; 和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284563; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284563; http://id.ndl.go.jp/bib/000003284962; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284962,,,3
橿園雑録,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284513#material,000003284513; 000003284513,橿園雑録. 第1～2,橿園雑録,カシゾノ ザツロク,,"中島, 広足, 1792-1864","ナカジマ, ヒロタリ, 1792-1864",写,,,[天保年間],1800,914.5,雑記,jpn,2冊 ; 26cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284513; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284513,,,1
櫻姫全傳曙草紙,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000519#material,,櫻姫全傳曙草紙 5巻,櫻姫全傳曙草紙 5巻,サクラヒメ ゼンデン アケボノ ソウシ,曙草紙; アケボノ ゾウシ,"山東, 京傳; 歌川, 豊国","サントウ, キョウデン; ウタガワ, トヨクニ",丁子屋平兵衞,,,1841,1841,913.56,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000519; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000519.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000519/129055.tiff/full/90,/0/default.jpg",1
歌仙部類抄,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283472#material,000003283472; 000003283472,歌仙部類抄 : 女房三十六人歌仙 : 2巻,歌仙部類抄 : 女房三十六人歌仙 : 2巻,カセン ブルイショウ,女房三十六人歌仙; 歌仙部類抄女房部,"橋本, 直香, 1807-1889","ハシモト, タダカ, 1807-1889",,,,安政1(1854)序,1854,911.13,和歌; 注釈,jpn,2冊 ; 23cm,和古書,,,,http://id.ndl.go.jp/bib/000003283472; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283472,,,1
歌体約言,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283102#material,000003283102; 000003283102,歌体約言,歌体約言,カタイ ヤクゲン,,"田安, 宗武, 1715-1771","タヤス, ムネタケ, 1715-1771",中島広足 写,,,文化14(1817),1817,911,和歌∥歌論・歌話 ワカ∥カロンカワ; 歌学,jpn,1冊 ; 27cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003283102; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283102,,,1
歌俳百人撰,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389378#material,,歌俳百人撰,歌俳百人撰,カハイヒャクニンセン,,石雪居海寿∥著,セキセツイカイジュ,常仙「手写」,ジョウセン,江戸,1849(嘉永2),1849-01-01,911,,jpn,27cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389378,,,1
歌城歌集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283007#material,000003283007; 000003283007,歌城歌集 : 4巻追加1巻,歌城歌集 : 4巻追加1巻,ウタキ カシュウ,,"小林, 歌城, 1778-1862; 加藤, 行虎, 1813-1860; 小林, 元梅, 江戸時代末期","コバヤシ, ウタキ, 1778-1862; カトウ, ミチタケ, 1813-1860; オバヤシ, ゲンバイ, エド ジダイ マッキ",河内屋新二郎 [ほか],,大阪,嘉永5(1852),1852,911.15,,jpn,4冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283007; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283007,,,1
歌格類選,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283248#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000539#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000604#material,000003283248; 000003283248,歌格類選; 歌格類選 : 2巻,歌格類選; 歌格類選 : 2巻,カカク ルイセン,續歌格類選 : 附譯觧; ゾク カカク ルイセン : フ ヤッカイ,"半井, 梧庵; 半井, 梧庵, 1813-1889","ナカライ, ゴアン; ナカライ, ゴアン, 1813-1889",林芳兵衞; 田中屋治助; 田中屋治助 [ほか],,皇都,1852; 1853; 嘉永5(1852),1852; 1853,911.1; 911.101,和歌∥作歌用書 ワカ∥サッカヨウショ; 歌学,jpn,2冊 ; 26cm,和古書,インターネット公開,著作権なし-契約による制限あり,一般,http://id.ndl.go.jp/bib/000003283248; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283248; https://dgcl.doshisha.ac.jp/digital/collections/MD00000539; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000539.json; https://dgcl.doshisha.ac.jp/digital/collections/MD00000604; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000604.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000539/133920.tiff/full/90,/0/default.jpg; https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000604/141041.tiff/full/90,/0/default.jpg",2
歌迺大意,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283058#material,000003283058; 000003283058,歌迺大意 : 2巻,歌迺大意 : 2巻,ウタ ノ タイイ,歌の大武根,"長野, 義言, 1815-1862; 堀内, 広城","ナガノ, ヨシコト, 1815-1862; ホリウチ, ヒロキ",,,,弘化3(1846)序,1846,911.1; 911.104,和歌∥歌論・歌話 ワカ∥カロンカワ; 歌学,jpn,2冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283058; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283058,,,1
歒討噂古市,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000441#material,,歒討噂古市 3編12巻 (存2編8巻),歒討噂古市 3編12巻 (存2編8巻),カタキウチ ウワサ ノ フルイチ,歒討噂の古市; かたきうちうわさのふる市; かたきうち噂の古市; 歒討噂のふる市; かたきうちうわさのふるいち; 噂古市; ウワサ ノ フルイチ; 敵討噂古市,"柳水亭, 種清; 梅蝶樓, 國貞","リュウスイテイ, タネキヨ; バイチョウロウ, クニサダ",蔦屋吉藏,,,1857,1857,913.59,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000441; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000441.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000441/113821.tiff/full/90,/0/default.jpg",1
正気歌俗解,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283429#material,000003283429; 000003283429,正気歌俗解,正気歌俗解,セイキ ノ ウタ ゾッカイ,,"小山, 春山, 1827-1891","オヤマ, シュンザン, 1827-1891",,,,1867,1867,919,"藤田, 東湖 (1806～1855) フジタ, トウコ (1806～1855); 漢詩",jpn,1冊 ; 23cm,和古書,,,,http://id.ndl.go.jp/bib/000003283429; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283429,,,1
武稽百人一首,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284981#material,000003284981; 000003284981,武稽百人一首,武稽百人一首,ブケイ ヒャクニン イッシュ,武芸百首,"柳亭, 種彦 2世, 1806-1868","リュウテイ, タネヒコ 2セイ, 1806-1868",山口屋藤兵衛 [ほか],,[江戸],[江戸末期],1800,911.15; 911.157,和歌,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003284981; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284981,,,1
武蔵野集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283424#material,000003283424; 000003283424,武蔵野集 : 2編,武蔵野集 : 2編,ムサシノシュウ,類題武蔵野集; 類題武蔵埜集,"仲田, 顕忠, 1801-1860","ナカダ, アキタダ, 1801-1860",山城屋佐兵衛 [ほか],,江戸,嘉永5～安政4(1852～1857),1857,911.15,和歌∥歌集 ワカ∥カシュウ; 和歌,jpn,4冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003283424; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283424,,,1
歴代詩学精選,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457477#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457478#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457479#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457480#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457481#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457482#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110457483#material,,歴代詩学精選 2編1巻; 歴代詩学精選 2編2巻; 歴代詩学精選 2編3巻; 歴代詩学精選 2編4巻; 歴代詩学精選 2編5巻; 歴代詩学精選 2編6巻; 歴代詩学精選 2編7巻,歴代詩学精選,レキダイシガクセイセン,,内山良国∥編,ウチヤマヨシクニ,越後屋治兵衛,エチゴヤジヘエ,京都,嘉永6,,919,,jpn,18cm; 1冊; 18cm; 54丁; 18cm; 60丁; 18cm; 63丁; 18cm; 69丁; 18cm; 78丁; 18cm; 81丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457477; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457478; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457479; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457480; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457481; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457482; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110457483,,,7
歴代題画詩類絶句抄,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110460155#material,,歴代題画詩類絶句抄 1-2巻,歴代題画詩類絶句抄,レキダイダイガシルイゼックショウ,,西島長孫∥編,ニシジマランケイ,堀野屋儀助,ホリノヤギスケ,江戸,文化10,,919,,jpn,17cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110460155,,,1
比那能歌語,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283100#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB103415719#material,000003283100; 000003283100,比那能歌語,比那能歌語,ヒナ ノ ウタガタリ; ヒナノウタガタリ,ひなの歌語; 歌語,"千家, 尊孫, 1793-1872; 千家尊孫∥[著]","センゲ, タカヒコ, 1793-1872; センゲソンソン",佐々木屋平八; 佐々木屋平八 [ほか],ササキヤヘイハチ,米子,天保9; 天保9(1838),1838,91; 911,修辞学 シュウジガク; 歌学,jpn,1冊 ; 26cm; 26cm; 66丁,和古書; 図書; 和古書,,,一般,http://id.ndl.go.jp/bib/000003283100; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283100; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B103415719,,,1
水無瀬殿富士百首,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279642#material,000003279642; 000003279642,水無瀬殿富士百首,水無瀬殿富士百首,ミナセドノ フジ ヒャクシュ,,"水無瀬, 氏成, -1644; 清水, 浜臣, 1776-1824","ミナセ, ウジナリ, -1644; シミズ, ハマオミ, 1776-1824",,,,文政2(1819)序,1819,911.15,和歌,jpn,1冊 ; 23cm,和古書,,,,http://id.ndl.go.jp/bib/000003279642; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279642,,,1
江戸名物/狂詩選,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB112724460#material,,江戸名物/狂詩選,江戸名物/狂詩選,エドメイブツキョウシセン,,方外道人(木下梅庵)∥著,"ホウガイ,ドウジン(キノシタ,バイアン)",,,,1838(天保7),1838-01-01,919.5,月明文庫 ゲツメイブンコ,jpn,18×12cm; 17丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B112724460,,,1
江戸名物詩,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283014#material,000003283014; 000003283014,江戸名物詩. 初編,江戸名物詩,エド メイブツシ,狂詩選; 江戸名物狂詩選,"木下, 梅庵, 天保頃","キノシタ, バイアン, テンポウ ゴロ",,,,天保7(1836)序,1836,919.5,狂詩,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003283014; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283014,,,1
江戸紫端唄文庫,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000427#material,,江戸紫端唄文庫 (存2編),江戸紫端唄文庫 (存2編),エド ムラサキ ハウタ ブンコ,江戸むらさきはうた文庫; エドムラサキ ハウタ ブンコ; 哇文庫; ハウタ ブンコ; 河竹; カワタケ,"仮名垣, 魯文; 芳幾","カナガキ, ロブン; ヨシイク",文昇堂,,,1862,1862,913.57,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000427; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000427.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000427/111818.tiff/full/90,/0/default.jpg",1
江西三十八勝詩歌,https://ndlsearch.ndl.go.jp/books/R100000001-I14221494211#material,,江西三十八勝詩歌 : 〔和綴じ本〕,江西三十八勝詩歌 : 〔和綴じ本〕,コウサイ サンジュウハッショウ シイカ :,,太田 子徳; 岡島 林齋,オオタ シトク; オカジマ リンサイ,〔出版者不明〕,,〔出版地不明〕,1852,1852,,文学地理-東京都,jpn,1冊 ; 24cm,和古書,,,一般,https://www.library.city.kawasaki.jp/bookdetail?num=1494211&ctg=1,,,1
江都名家詩選,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284286#material,000003284286; 000003284286,江都名家詩選. 巻1-2,江都名家詩選,コウト メイカ シセン,,"山崎, 美成, 1796-1856; 関, 雪江, 1827-1877","ヤマザキ, ヨシナリ, 1796-1856; セキ, セッコウ, 1827-1877",,,,嘉永4(1851)序,1851,919.5,漢詩∥詩集 カンシ∥シシュウ; 漢詩,jpn,2冊 ; 13cm,和古書,,,,http://id.ndl.go.jp/bib/000003284286; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284286,,,1
沙鴎発句集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB112724023#material,,沙鴎発句集,沙鴎発句集,サオウホックシュウ,,沙鴎∥著奥田鳳文∥撰,,風月堂孫助,フウゲツドウ/マゴスケ,名古屋,1845(弘化2)年,1845-01-01,911.3,月明文庫 ゲツメイブンコ,jpn,23×16cm; 31丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B112724023,,,1
河藻集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389626#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389627#material,,河藻集 上巻; 河藻集 下巻,河藻集,カワモシュウ,,村上忠順∥編深見篤慶∥校成瀬広冬∥校,ムラカミタダマサフカミトクヨシナルセヒロフユ,晴月堂卯兵衛,セイゲツドウウヘエ,名古屋,文久2(1862)序,1862-01-01,911.1,,jpn,"20cm; 48丁; 20cm; 49,12丁",図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389626; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389627,,,2
泊洦舎集,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000603#material,,泊洦舎集 8巻,泊洦舎集 8巻,ササナミ ノ ヤシュウ,濱臣翁家集; ハマオミオウ カシュウ,"清水, 濱臣","シミズ, ハマオミ",千鍾房,,,1839,1839,911.158,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000603; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000603.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000603/140906.tiff/full/90,/0/default.jpg",1
法のえ,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283382#material,000003283382; 000003283382,法のえ,法のえ,ノリ ノ エ,,"慧亮, -1774","エリョウ, -1774",,,,文化13(1816)序,1816,911.15,和歌,jpn,1冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283382; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283382,,,1
流行噺図絵,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390302#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390303#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390304#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390305#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390306#material,,流行噺図絵 1; 流行噺図絵 2; 流行噺図絵 3; 流行噺図絵 4; 流行噺図絵 5,流行噺図絵,ハヤリバナシズエ,,菊丸∥著,キクマル,河内屋平七,カワチヤヘイシチ,大阪,1846(弘化3),1846-01-01,913.7,,jpn,"23cm; 1冊; 23cm; 2,9丁; 23cm; 8丁",図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390302; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390303; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390304; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390305; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390306,,,5
浄土百歌仙,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389536#material,,浄土百歌仙,浄土百歌仙,ジョウドヒャッカセン,,近藤伊一∥著,コンドウイイチ,,,,1856(安政3),1856-01-01,911.1,,jpn,23cm; 50丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389536,,,1
